date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:49:39	1539/1539	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Nov%202025%2022:51:44%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/js/modules/SearchBox.js	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/js/modules/SearchBox.js	(from https://www.99freelas.com.br/)
08:49:39	1570/1570	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Nov%202025%2022:51:44%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/js/modules/SearchPopUp.js	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/js/modules/SearchPopUp.js	(from https://www.99freelas.com.br/)
08:49:39	933/933	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Nov%202025%2022:51:54%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/js/pages/templates/header.js	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/js/pages/templates/header.js	(from https://www.99freelas.com.br/)
08:49:40	2692/2692	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Nov%202025%2022:52:22%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/js/plugins/jquery.typer.js	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/js/plugins/jquery.typer.js	(from https://www.99freelas.com.br/)
08:49:40	23039/23039	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Nov%202025%2022:52:20%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/js/plugins/jquery.flexslider.js	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/js/plugins/jquery.flexslider.js	(from https://www.99freelas.com.br/)
08:49:40	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Wed,%2003%20Dec%202025%2011:49:41%20GMT	http://connect.facebook.net/en_US/fbds.js	D:/BordadoHub/connect.facebook.net/en_US/fbds.43.delayed	(from https://www.99freelas.com.br/)
08:49:40	899/899	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2010%20Nov%202025%2022:51:48%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/js/pages/index.js	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/js/pages/index.js	(from https://www.99freelas.com.br/)
08:49:41	4159/4159	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c69e8052218eb562ecb725c2d75eee0%22	https://connect.facebook.net/en_US/fbds.js	D:/BordadoHub/connect.facebook.net/en_US/fbds.js	(from https://www.99freelas.com.br/)
08:49:41	21797/21797	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/1px-gray.jpg	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/1px-gray.jpg	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/main.css)
08:49:41	160149/160149	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/sprite.png	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/sprite.png	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/main.css)
08:49:41	2981/2981	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/social/facebook-white.png	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/social/facebook-white.png	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/main.css)
08:49:42	2429/2429	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/social/linkedin-white.png	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/social/linkedin-white.png	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/main.css)
08:49:42	2600/2600	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/social/google-white.png	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/social/google-white.png	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/main.css)
08:49:42	4054/4054	---M--	200	added ('OK')	image/gif	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/loading.gif	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/loading.gif	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/main.css)
08:49:42	2656/2656	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Dec%202025%2011:49:43%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.eot	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.eot	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/flexslider.css)
08:49:42	2656/2656	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Dec%202025%2011:49:43%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.eot?	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icond41d.eot	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/flexslider.css)
08:49:43	2656/2656	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Dec%202025%2011:49:44%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.woff	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.woff	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/flexslider.css)
08:49:43	2656/2656	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Dec%202025%2011:49:44%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.ttf	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.ttf	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/flexslider.css)
08:49:43	2656/2656	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Dec%202025%2011:49:44%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.svg	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/fonts/flexslider-icon.svg	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/plugins/flexslider/flexslider.css)
08:49:44	328884/328884	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/freelancer-peoples.jpg	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/freelancer-peoples.jpg	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/pages/index.css)
08:49:44	159144/159144	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/profissionais.jpg	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/profissionais.jpg	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/pages/index.css)
08:49:44	101410/101410	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Nov%202025%2022:50:00%20GMT	https://d1fuainj13qzhu.cloudfront.net/2.9.45/images/help-desk-woman.jpg	D:/BordadoHub/d1fuainj13qzhu.cloudfront.net/2.9.45/images/help-desk-woman.jpg	(from https://d1fuainj13qzhu.cloudfront.net/2.9.45/css/pages/index.css)
